donor_id,name,email,contact_number,password,date_of_birth,gender,education_level,blood_group,first_donation_date,last_donation_date,number_of_donation,total_donation_volume_ml,last_donation_volume_ml,donation_count_outram,donation_count_dhoby_ghaut,donation_count_woodlands,donation_count_jurong_east,donation_count_punggol,had_adverse_reaction_ever,last_blood_quality_screen,availability
8ebb20daea,Victoria Lopez,victorialopez8983@hotmail.com,+65 85153074,B^D?*ehF84,2001-11-29,Female,Secondary,A+,2024-01-21,2024-12-22,5,1767,395,2,0,0,1,2,False,Pass,Yes
75d2f19aa4,Ana Pillai,anapillai3698@hotmail.com,+65 80122565,1@RPxoaxvx,1988-06-26,Female,Secondary,A+,2025-05-03,2025-10-13,2,874,385,0,1,0,0,1,False,Pass,Yes
0adc49bf49,Chenwei Lee,chenweilee7894@hotmail.com,+65 98169869,kmIogLHwR#,1985-08-16,Male,Diploma,A+,2024-03-04,2025-07-21,7,2658,386,2,2,0,0,3,False,Pass,Yes
c703ff3f2c,Rohan Taylor,rohantaylor6669@hotmail.com,+65 92257610,JUOpp*RGwG,1981-04-27,Male,Postgraduate,B-,2020-07-03,2025-07-24,20,7673,422,2,0,7,6,5,False,Pass,Yes
66b59b0207,Gavin Chen,gavinchen7910@hotmail.com,+65 98252707,d4kG0d#?v#,1966-03-03,Male,Secondary,O-,2022-10-06,2024-02-22,7,2862,369,0,3,1,2,1,True,Pass,No
7a61cbfe3f,Matthew Ridwan,matthewridwan4748@gmail.com,+65 95761021,PYp3t5Wpnw,1989-09-12,Male,Diploma,A+,2024-03-13,2025-10-28,6,2333,359,2,0,0,4,0,False,Pass,Yes
52341abb3f,Lei Mahmud,leimahmud8831@hotmail.com,+65 85952814,nWx9!9o3hO,1993-11-09,Male,Primary,O+,2023-02-18,2025-09-18,12,4233,362,0,8,2,1,1,False,Pass,Yes
bcbcbfcd5a,Ravi Zhou,ravizhou1854@gmail.com,+65 88817090,4*aipjgNS5,1975-03-13,Male,University,A-,2022-07-08,2025-04-11,13,4677,402,1,7,1,3,1,False,Pass,Yes
5f6cd8c2b4,Mason Anderson,masonanderson6464@gmail.com,+65 93270338,$vvpDiKxlF,2004-04-01,Male,Diploma,O+,2022-07-26,2025-05-17,3,1213,395,1,0,1,0,1,False,Pass,No
468c8b61ae,Imran Li,imranli9746@gmail.com,+65 85024087,sbHigolO^K,1974-07-15,Male,Secondary,B-,2022-06-24,2025-10-26,14,6155,433,1,10,0,0,3,False,Pass,Yes
dbb12c034e,Amira Mitchell,amiramitchell5076@gmail.com,+65 91191377,lHr%F*7i4t,2003-04-09,Female,Diploma,A+,2024-02-05,2025-01-06,5,1755,420,0,0,4,0,1,False,Pass,Yes
92bdfcb8b7,Joshua Zhao,joshuazhao4805@hotmail.com,+65 99837813,pYr&jqfNV$,1988-07-02,Male,University,A-,2024-07-28,2025-04-06,4,1559,394,0,0,3,1,0,False,Pass,Yes
7af5c2b3ad,Inaya Mahmud,inayamahmud4825@gmail.com,+65 91794321,hYt5uhw*$K,1977-08-22,Female,University,A+,2025-08-08,2025-10-31,2,816,426,1,1,0,0,0,False,Pass,Yes
defdbaff2e,Tanvi Hakim,tanvihakim4694@hotmail.com,+65 80619530,guP9$EjWev,2005-01-29,Female,Primary,O-,2024-11-10,2025-08-10,2,849,441,0,0,2,0,0,False,Pass,No
75155fc88f,Aisyah Feng,aisyahfeng3983@gmail.com,+65 92253879,MuJnM%6tYU,2006-09-21,Female,Diploma,A+,2025-07-17,2025-10-09,2,717,385,0,1,0,1,0,False,Pass,Yes
7e10ebac4e,Hunter Johnson,hunterjohnson5115@gmail.com,+65 90673481,VydBL03O5m,1998-08-03,Male,Diploma,A+,2022-01-14,2025-07-30,15,6012,422,4,2,2,3,4,False,Pass,Yes
b9f15df9c1,Nurul Ridwan,nurulridwan3841@gmail.com,+65 99234222,kDXdJIeCfW,1979-03-23,Female,Secondary,O-,2021-08-30,2025-08-25,17,7625,366,3,2,8,2,2,False,Pass,Yes
8a4d6aaddb,Mateo Murphy,mateomurphy2768@hotmail.com,+65 82562617,rvrDoWGNGU,1976-04-28,Male,University,O+,2021-10-15,2025-10-08,17,6999,438,3,2,2,9,1,False,Pass,Yes
801adeeffb,Layla Aziz,laylaaziz638@gmail.com,+65 83002377,WhPe#6#f9Z,1983-05-21,Female,University,O+,2025-05-28,2025-08-20,2,761,432,1,0,0,0,1,True,Pass,Yes
ecd1a61cda,Ishita Nair,ishitanair3290@hotmail.com,+65 83242365,h?6S#2Rp!Q,1991-07-19,Female,University,A+,2022-08-05,2025-10-30,15,5719,403,4,4,1,2,4,False,Pass,Yes
c8c7dd5c39,Yuqing Fernandez,yuqingfernandez553@hotmail.com,+65 82198552,rsjskvJkRi,1995-04-25,Female,Secondary,O+,2023-05-03,2023-10-18,3,1087,378,0,0,1,2,0,False,Pass,Yes
cccd9a4d67,Nicholas Taylor,nicholastaylor6831@gmail.com,+65 83280983,0##Ym!1385,1995-09-06,Male,Postgraduate,A+,2024-03-29,2025-02-28,5,1893,396,1,2,1,0,1,False,Pass,Yes
9ed49cbfdf,Lucas Patel,lucaspatel8990@gmail.com,+65 83869495,^OxWVSq9Wv,1965-01-12,Male,Diploma,AB-,2024-09-17,2024-09-17,1,416,416,1,0,0,0,0,False,Pass,No
1c8b79731c,Divya Reyes,divyareyes8265@gmail.com,+65 92463682,s%@o6A1u#Y,1972-02-03,Female,Secondary,O+,2022-02-23,2025-10-29,17,7536,388,0,2,9,2,4,False,Pass,Yes
fdbc3be37b,Lei Chandra,leichandra7106@gmail.com,+65 95850440,j76meumgo@,1981-02-14,Male,Postgraduate,O-,2023-04-30,2025-05-25,10,3935,365,0,1,5,3,1,True,Pass,No
2f099ba8a5,Lucia Ridwan,luciaridwan7565@gmail.com,+65 81005876,X3bgsFSKux,2005-07-18,Female,Secondary,O+,2024-11-22,2025-05-09,3,1182,428,1,0,1,1,0,False,Pass,Yes
cdeebd733c,Priya Li,priyali521@gmail.com,+65 86380360,gZa08QySMi,1990-06-07,Female,Diploma,O+,2023-10-16,2025-09-06,6,2535,428,0,1,3,2,0,False,Pass,Yes
d945a19e51,Logan Guo,loganguo229@gmail.com,+65 98655982,*OTV3ZI$TW,2002-07-28,Male,Postgraduate,O+,2025-04-02,2025-04-02,1,368,368,1,0,0,0,0,False,Pass,Yes
b9bdcea5f3,Mateo Feng,mateofeng7174@gmail.com,+65 96671452,cCcBZjgYwN,2003-12-17,Male,Secondary,A+,2024-09-08,2025-02-23,3,1076,446,0,2,1,0,0,False,Pass,Yes
6feaf6d85d,Amina Clark,aminaclark5100@gmail.com,+65 99404164,pfrM!x2jrd,1999-05-17,Female,Secondary,O+,2023-07-15,2024-11-30,7,2897,412,2,1,0,1,3,False,Pass,Yes
ba1dedd8eb,Omar Yusof,omaryusof8161@gmail.com,+65 92869685,0&LwtKZylw,1982-06-18,Male,Diploma,O+,2021-11-30,2025-10-30,18,7869,417,2,5,2,7,2,False,Pass,Yes
b7afdfdb6a,Chloe Guo,chloeguo72@hotmail.com,+65 80131894,Q1X7sB@MpW,1998-08-30,Female,Diploma,A+,2024-03-29,2025-08-05,4,1562,423,3,0,1,0,0,False,Pass,Yes
bc059b2ef2,Amira Rahman,amirarahman4831@gmail.com,+65 87604027,ds4mZAFbiU,1971-05-28,Female,Primary,A+,2023-04-30,2025-05-05,9,3575,356,3,1,5,0,0,False,Pass,Yes
c0e9e93eb7,Madison Ng,madisonng3910@hotmail.com,+65 89239543,6gqGpK#Nam,1974-12-31,Female,Primary,O+,2020-02-06,2025-05-18,19,7318,393,13,2,2,0,2,False,Pass,Yes
eca9c3fbac,Amelia Murphy,ameliamurphy574@gmail.com,+65 86112664,%mNGUA!VRm,1999-06-23,Female,Postgraduate,O+,2023-08-29,2025-10-13,9,3383,443,1,5,2,1,0,False,Pass,Yes
458a6f7705,Qiao Wu,qiaowu1431@gmail.com,+65 87522193,mzpuigNW1l,1982-02-20,Female,Diploma,O+,2021-02-18,2025-04-10,19,8346,413,3,1,12,1,2,False,Pass,Yes
8c08cd6aca,Divya Salleh,divyasalleh3387@hotmail.com,+65 90084234,2!OqbS9nUs,1987-10-13,Female,Primary,A+,2022-02-02,2025-04-23,15,5904,441,10,1,1,2,1,False,Pass,Yes
ae2c5cdeef,Ruoyi Zhang,ruoyizhang2168@hotmail.com,+65 99349963,7zpTGpEd%p,1977-07-28,Female,Secondary,B+,2022-12-16,2025-09-08,11,4760,387,2,3,2,4,0,False,Pass,Yes
f82e7a45cd,Khairul Varma,khairulvarma4261@gmail.com,+65 91447095,H6TLr54Ldp,1965-02-15,Male,Postgraduate,B+,2023-05-17,2024-10-02,7,2943,351,0,1,6,0,0,False,Pass,Yes
aa0403b904,Jiayi Zhao,jiayizhao5354@gmail.com,+65 81897653,3aDiZC6*7u,1999-05-16,Female,Secondary,O+,2022-03-12,2025-03-08,14,5585,444,2,0,1,9,2,True,Pass,Yes
2c31ea0d35,Youssef Chen,youssefchen4041@hotmail.com,+65 84882771,*WY1fp&h6I,2005-05-01,Male,Secondary,O-,2023-11-14,2024-08-09,4,1799,392,1,2,0,0,1,False,Pass,No
53f4695129,Jun Huang,junhuang4051@gmail.com,+65 86317792,hBUwR?Tlc1,2006-05-02,Male,University,O-,2024-10-13,2025-09-25,5,1916,390,0,2,1,2,0,False,Pass,Yes
fdcead68b3,Ravi Feng,ravifeng5637@hotmail.com,+65 96791547,ThMX5s@XKg,2002-08-30,Male,Postgraduate,B+,2024-08-23,2025-09-17,5,1955,362,0,0,2,0,3,True,Pass,No
9d493e8eb7,Syafiq Rahman,syafiqrahman9781@gmail.com,+65 83033113,ZsUqZh$OaP,1965-09-14,Male,University,O+,2024-09-15,2025-03-02,3,1063,416,2,0,1,0,0,False,Pass,Yes
de0ce536dd,Natalie Zhou,nataliezhou7135@hotmail.com,+65 97508047,e8a&R84&Wa,1978-08-01,Female,Secondary,O-,2023-10-20,2025-03-07,7,2552,445,2,2,0,0,3,False,Pass,Yes
98c0edef3a,William Zhang,williamzhang7902@hotmail.com,+65 99059212,S9WH7T0prj,1988-07-04,Male,Secondary,B+,2024-03-16,2025-10-29,2,853,428,0,1,1,0,0,False,Pass,Yes
dc5f814d45,Yuqing Liang,yuqingliang3071@hotmail.com,+65 80685686,zre2#B7gh#,1999-11-26,Female,University,A-,2022-02-19,2025-02-15,14,5669,362,6,2,1,1,4,False,Pass,Yes
f2a1ae7ec1,Lucas Martinez,lucasmartinez5644@hotmail.com,+65 86566615,5YA3MIgsDm,1996-01-25,Male,Secondary,O-,2024-10-22,2024-10-22,1,391,391,1,0,0,0,0,False,Fail,Yes
f9cfa9db6c,Ella Johnson,ellajohnson9182@hotmail.com,+65 88597659,LHRpVI5el*,2002-10-15,Female,Diploma,A+,2024-05-30,2025-02-06,4,1775,369,1,1,1,0,1,False,Pass,Yes
a6f7fb4e98,Logan Menon,loganmenon8448@hotmail.com,+65 95759506,7n#J$Xd#jI,2007-01-04,Male,Postgraduate,B+,2025-05-11,2025-10-26,3,1178,362,0,2,1,0,0,False,Pass,Yes
1e1c8ad979,Liling Qiu,lilingqiu8259@hotmail.com,+65 92467213,YqypQZO*eM,1969-09-02,Female,Diploma,O-,2023-04-07,2025-02-07,9,3361,411,0,3,1,3,2,False,Pass,Yes
e202f36498,Isabella Tan,isabellatan7785@hotmail.com,+65 94314990,n9DcQ8I%S4,1966-03-24,Female,Secondary,O-,2024-12-21,2025-06-07,3,1152,374,1,0,2,0,0,False,Pass,Yes
7b3d6a3cf2,Lucas Qiu,lucasqiu3104@gmail.com,+65 92303856,$QU5V^Pd!H,1973-07-03,Male,Secondary,O+,2023-05-09,2024-07-02,6,2612,367,0,4,1,0,1,False,Pass,Yes
b12f0cfaf9,Ridzuan Sharma,ridzuansharma6409@gmail.com,+65 94774682,3sqf13Hy0K,1978-03-13,Male,Secondary,O-,2020-05-17,2024-04-14,18,7780,426,2,5,0,8,3,False,Pass,Yes
bc1f5ef9ea,Qiao Sharma,qiaosharma7987@gmail.com,+65 99967215,i7#TxvV76L,1975-12-09,Female,University,A+,2022-09-29,2025-10-21,12,4657,427,3,5,0,2,2,False,Pass,Yes
9c7da7a4f4,Yara Lin,yaralin8392@gmail.com,+65 83044779,V*qed&T74g,1983-09-06,Female,Secondary,B-,2022-11-16,2025-05-28,12,4498,351,3,0,7,2,0,False,Pass,No
a3a6b8bde9,Cooper Ng,cooperng6070@gmail.com,+65 97560422,$S&w#vyxTT,1980-09-22,Male,Secondary,A+,2023-10-07,2024-06-16,4,1537,442,0,0,3,1,0,True,Pass,No
ebdd0dcbcb,Carmen Aziz,carmenaziz7898@gmail.com,+65 82457121,AlgzZ3ezMU,1965-02-06,Female,Diploma,O+,2023-02-14,2025-06-03,11,4388,446,1,6,1,1,2,False,Pass,No
ab98fd4dbe,Noah Fernandez,noahfernandez4792@gmail.com,+65 89097862,UTr9TXitnY,1992-10-29,Male,Secondary,O-,2021-12-08,2025-02-26,15,5981,411,7,2,3,0,3,False,Pass,Yes
0f32871267,Inaya Garcia,inayagarcia6345@hotmail.com,+65 96946232,9Ea3R7&y2r,1965-03-24,Female,Secondary,B+,2022-03-13,2025-03-09,14,5794,418,3,1,7,1,2,True,Pass,No
e6e936b49e,Qi Menon,qimenon8865@hotmail.com,+65 82303452,%IUBK0MR28,1965-03-26,Male,Diploma,O-,2024-01-10,2025-03-24,2,817,391,0,1,0,0,1,False,Pass,Yes
ec8afe4eed,Peng Silva,pengsilva1610@gmail.com,+65 81969972,Rj$w4nrz3z,2006-09-30,Male,Diploma,A+,2025-05-25,2025-09-13,2,879,377,1,0,0,1,0,False,Pass,Yes
dffe5f8bf6,Mateo Taylor,mateotaylor8678@hotmail.com,+65 86864442,Zg9CHa1S2q,1972-06-26,Male,Secondary,O+,2023-07-01,2025-08-22,10,3682,406,0,3,3,2,2,False,Pass,Yes
ae4d4aa5c8,Wei Liang,weiliang5981@hotmail.com,+65 96435014,motBCy%Hdu,2004-03-04,Male,Secondary,A-,2024-09-13,2025-07-30,2,891,418,0,0,0,1,1,True,Pass,No
6cafccde4f,Amira Iyer,amiraiyer7911@gmail.com,+65 90688220,KHINhmmLqN,1976-10-16,Female,University,O+,2022-11-19,2025-08-23,13,5129,434,1,2,0,4,6,False,Pass,Yes
8a741ce69d,Diego Xu,diegoxu153@hotmail.com,+65 86002735,tMc0EzTaWs,1988-08-29,Male,Diploma,O+,2023-04-08,2024-11-16,8,2914,439,0,3,2,3,0,False,Pass,Yes
0d6deee0f7,Vikram Aziz,vikramaziz3692@gmail.com,+65 99331416,0wM^0KD5nT,1973-05-05,Male,Secondary,A-,2020-02-03,2024-06-17,20,7037,350,0,12,4,3,1,False,Pass,Yes
a275e7f9bf,Putri Huang,putrihuang9973@hotmail.com,+65 83759672,3IhswIVw7O,1988-06-19,Female,Diploma,A+,2023-03-24,2025-09-20,9,3975,361,2,3,2,1,1,False,Pass,Yes
9cced2f051,Rohan Zhou,rohanzhou8437@gmail.com,+65 92956879,Q8^tbMq$gZ,1991-06-28,Male,Secondary,A+,2022-10-19,2025-10-29,14,6270,387,0,2,10,1,1,True,Pass,No
ebaae9a1ee,Naveen Das,naveendas921@gmail.com,+65 81756206,&%pyWk0oS5,1986-06-18,Male,Secondary,A+,2022-06-17,2025-03-21,13,4669,374,3,1,1,6,2,False,Pass,Yes
8f8cdb1def,James Liu,jamesliu6989@gmail.com,+65 82792205,AUK*KVy*5R,2000-08-03,Male,University,A-,2022-03-26,2025-09-03,15,6573,418,0,9,2,3,1,False,Pass,Yes
aa3dc0b7be,Chloe Varma,chloevarma7702@gmail.com,+65 93371881,&@Qfw&jR5%,1965-07-07,Female,University,B-,2022-11-29,2025-10-26,12,4652,403,1,6,1,2,2,False,Pass,Yes
d848cee45e,Lily Ng,lilyng1647@hotmail.com,+65 85874180,V!Nb!tV5GK,1997-04-22,Female,Secondary,B-,2025-04-16,2025-07-09,2,771,385,0,1,0,1,0,False,Pass,Yes
27896c8bf8,Riya Yusof,riyayusof3731@gmail.com,+65 92707435,xRr&jDqxD4,2004-06-23,Female,Postgraduate,O+,2025-08-03,2025-08-03,1,423,423,1,0,0,0,0,False,Pass,No
bac0cfe9ae,Xiang Salleh,xiangsalleh943@hotmail.com,+65 84888335,vOL30d?VqA,1994-07-26,Male,University,O+,2023-08-04,2025-08-29,10,3846,420,3,2,1,2,2,False,Fail,No
d2c52d3aa7,Wei Bennett,weibennett1737@hotmail.com,+65 92732315,TZItoGf^U%,2002-02-05,Male,Secondary,A+,2024-06-03,2024-12-03,2,898,371,0,0,0,2,0,False,Pass,No
fcd200b484,Carmen Lee,carmenlee439@hotmail.com,+65 92293437,fBo!#ScbkE,1979-10-08,Female,Postgraduate,O+,2022-07-24,2025-10-12,15,5318,430,8,1,1,3,2,False,Pass,Yes
7c4dc58c9c,Blake Huang,blakehuang4808@gmail.com,+65 86093884,aq7tHoV6PZ,1965-10-04,Male,Secondary,A-,2023-08-28,2024-05-06,4,1800,446,0,0,4,0,0,False,Pass,Yes
9bf946ea97,Carmen Hakim,carmenhakim3411@gmail.com,+65 92440334,$iTufsWzqf,1988-01-23,Female,University,A-,2023-10-31,2025-04-29,6,2353,405,4,0,0,1,1,True,Pass,Yes
7a6e8aba60,Hakim Das,hakimdas5912@gmail.com,+65 97233919,Ws$hqj@HZb,1990-01-30,Male,Secondary,O+,2022-10-10,2025-10-24,14,6038,385,0,3,8,0,3,True,Pass,Yes
8d3ece1ff2,Ravi Mahmud,ravimahmud6556@gmail.com,+65 81899001,@Nva?Hua!c,1992-01-02,Male,Secondary,O-,2022-10-18,2024-11-12,10,3824,428,3,1,3,2,1,False,Pass,Yes
a50a4f1bbc,Yan Nair,yannair970@gmail.com,+65 81547256,@Ob5MMqq7n,1965-03-29,Female,Postgraduate,A+,2023-05-05,2025-05-30,10,3854,433,2,4,1,3,0,False,Pass,Yes
cec3add145,Maya Sharma,mayasharma6693@hotmail.com,+65 98220963,Jl!51y&?U1,1995-04-09,Female,Diploma,O+,2024-05-04,2025-07-12,5,2227,382,0,3,1,0,1,True,Pass,No
bfd5ca1acb,Lei Lin,leilin1823@hotmail.com,+65 90438270,xnzH?k0xaJ,2002-03-29,Male,Secondary,O+,2025-07-10,2025-07-10,1,369,369,0,1,0,0,0,True,Pass,No
cf3ede3bf6,Aditi Patel,aditipatel7066@hotmail.com,+65 80433871,$6r7$pCVs3,2000-03-02,Female,Secondary,B+,2023-01-25,2025-10-29,13,4572,360,1,7,2,3,0,False,Pass,Yes
0eccf714db,Mary Garcia,marygarcia5955@gmail.com,+65 81373262,vu%&obgsBt,1984-10-24,Female,Secondary,O+,2022-05-19,2025-10-30,16,6068,429,1,5,1,4,5,False,Pass,Yes
0c3d8ba2f3,Jamal Mahmud,jamalmahmud4431@gmail.com,+65 86764121,dNCYuizd9z,1977-06-16,Male,Primary,O+,2023-08-09,2025-10-30,10,3624,373,2,4,2,0,2,True,Pass,No
1eea3fd5df,Amit Clark,amitclark7053@gmail.com,+65 99240402,?Kg%9?0C&6,1990-03-02,Male,Postgraduate,B+,2020-04-11,2023-07-01,15,5716,428,0,1,0,2,12,False,Pass,Yes
8ccabc97fb,Amina Sun,aminasun8717@gmail.com,+65 97905236,?V!2gQXEF5,2006-06-09,Female,Secondary,O+,2025-01-01,2025-09-10,4,1544,423,1,2,0,1,0,False,Pass,No
66ffe9e03c,Rohan Wu,rohanwu5297@gmail.com,+65 80434813,EWIS7tm6f0,2002-10-24,Male,Postgraduate,A-,2023-11-22,2023-11-22,1,383,383,1,0,0,0,0,False,Pass,Yes
c4b4a1fdfa,Hakim Hakim,hakimhakim6784@hotmail.com,+65 96574582,uGV2Q$EWng,1988-12-19,Male,Secondary,O+,2023-08-24,2025-08-02,8,2942,385,0,3,4,1,0,False,Pass,Yes
aaaa837a20,Layla Nair,laylanair3420@gmail.com,+65 88109088,ASle@SR6mp,1987-07-16,Female,Secondary,O+,2022-08-29,2024-07-01,9,3954,398,0,3,2,0,4,False,Pass,Yes
ee0ec301a4,Dewi Anderson,dewianderson6851@hotmail.com,+65 84643149,wp?*uaID$E,1970-08-25,Female,Primary,O+,2023-07-21,2025-05-29,9,3707,405,4,0,2,3,0,False,Pass,Yes
58c0caaccb,Yong Nair,yongnair1995@gmail.com,+65 82585664,LaN6GY*kRy,1981-06-01,Male,Diploma,A+,2022-07-25,2025-10-30,14,5906,418,3,2,7,1,1,False,Pass,Yes
cede34be7c,Maya Taylor,mayataylor3848@gmail.com,+65 99855448,BRdJtrOjZt,1991-08-07,Female,Diploma,A+,2023-09-21,2025-09-15,9,3340,413,2,0,2,3,2,False,Pass,Yes
cafcccd171,Samir Anderson,samiranderson1577@hotmail.com,+65 86103121,85&kUW$tdb,1992-08-06,Male,Secondary,O-,2024-03-10,2025-03-11,4,1778,388,1,2,1,0,0,False,Pass,Yes
4d95da8fba,Jing Anderson,jinganderson9083@hotmail.com,+65 91845672,YOaY%b#e!e,1965-04-18,Female,Secondary,O+,2023-09-19,2025-06-03,7,2676,426,0,1,0,1,5,False,Pass,Yes
9dfb068bff,Noah Sharma,noahsharma3725@gmail.com,+65 95788099,PEwB09DqP7,1972-09-16,Male,Secondary,B-,2022-10-05,2025-10-11,9,3661,424,0,3,3,2,1,False,Pass,Yes
af3470f58e,Ananya Lee,ananyalee6540@gmail.com,+65 97074784,Q5HAfXdUB#,1988-11-13,Female,Secondary,O+,2023-05-25,2025-03-27,9,3541,405,6,0,1,1,1,False,Pass,No
83ecfa261b,Mary Hassan,maryhassan1012@hotmail.com,+65 95486584,j^qLhP%NB*,2000-08-31,Female,Secondary,O+,2024-02-08,2025-10-04,8,2895,407,1,0,5,0,2,False,Pass,Yes
4756e3fc2e,Imran Hassan,imranhassan2695@hotmail.com,+65 89921594,!X$dhRRzAe,1998-08-03,Male,Postgraduate,A+,2025-01-13,2025-10-02,3,1273,382,0,1,0,2,0,False,Pass,No
c12c522d23,Priya Lee,priyalee5772@hotmail.com,+65 91822046,Nb%Ftg6Gr&,1972-12-31,Female,Secondary,AB-,2022-05-08,2025-09-26,13,5215,380,8,2,1,0,2,False,Pass,Yes
9bf588d02d,Sneha Nair,snehanair6645@hotmail.com,+65 96324658,0pbHFvUsjs,2005-10-25,Female,Primary,A+,2025-10-27,2025-10-27,1,406,406,0,1,0,0,0,False,Pass,No
c02559c3a1,Fen Scott,fenscott6458@gmail.com,+65 89919813,alN5^2ez#u,1975-03-24,Female,Secondary,AB-,2021-01-14,2025-10-27,19,7634,359,2,12,2,1,2,False,Pass,Yes
c79c8cd6b8,Zulkifli Iskandar,zulkifliiskandar439@gmail.com,+65 98696861,0JuElW^V?X,1977-10-21,Male,Secondary,B-,2022-10-26,2025-05-27,8,2981,444,2,4,1,0,1,False,Pass,Yes
bbccb3d6dc,Grace Kumar,gracekumar2317@hotmail.com,+65 97304184,#*J^#8f4J1,1980-06-08,Female,Diploma,O+,2021-10-12,2025-09-09,18,7118,408,1,0,11,2,4,False,Pass,Yes
ae33aacc7c,Miguel Huang,miguelhuang1906@gmail.com,+65 83386027,&EvHgnvRl8,1986-12-05,Male,Secondary,O+,2023-02-08,2025-10-17,9,3826,445,4,2,2,0,1,False,Pass,Yes
fd95b0349e,Linda Liang,lindaliang1226@hotmail.com,+65 85304747,JD2nLEA8JK,1975-08-26,Female,Secondary,O+,2020-09-02,2024-05-08,17,6978,369,2,10,1,2,2,False,Pass,Yes
8e313a5db0,Jun Rahman,junrahman9585@hotmail.com,+65 85118912,cH6%BbyRh5,1980-08-07,Male,Secondary,A+,2021-05-31,2025-08-27,19,8059,375,2,4,2,6,5,False,Pass,Yes
1ad1ebf39d,Bianca Rodriguez,biancarodriguez7083@gmail.com,+65 88209523,JWuE0JXV&Z,2001-10-11,Female,Diploma,AB+,2024-04-29,2025-10-30,5,2077,384,1,0,3,0,1,False,Pass,Yes
db3eba1b46,Siti Lopez,sitilopez2214@hotmail.com,+65 82495968,KgozyOmyu*,1987-02-07,Female,Diploma,B+,2023-07-03,2025-07-01,7,2494,381,0,3,4,0,0,False,Pass,Yes
6cf28fc8db,Jian Rahman,jianrahman3186@gmail.com,+65 87062477,DriKlV7qz5,1968-04-19,Male,Postgraduate,A+,2022-09-17,2025-10-20,14,5554,412,1,6,4,1,2,False,Pass,Yes
2edfaa051b,Ana Ibrahim,anaibrahim5975@hotmail.com,+65 98601093,$jf5gshhwh,1980-01-03,Female,University,A+,2023-08-30,2025-07-02,9,3629,435,3,0,0,4,2,False,Pass,Yes
c79dc32fa5,Nurul Wong,nurulwong6868@gmail.com,+65 86032318,!QwDbs$rDn,2004-02-07,Female,Postgraduate,O-,2024-09-11,2024-09-11,1,367,367,0,1,0,0,0,True,Pass,No
d87be6ec5e,Chenwei Ma,chenweima754@hotmail.com,+65 91441360,PsEBlbDXF2,1965-12-09,Male,Primary,O+,2023-09-24,2024-11-17,6,2379,433,4,1,1,0,0,False,Pass,Yes
ab04fdb04e,Jiayi Martinez,jiayimartinez5741@hotmail.com,+65 92878031,RzJbkskiIx,1985-02-13,Female,Diploma,A+,2021-11-20,2025-10-29,17,7641,352,6,3,1,6,1,False,Pass,Yes
bcb40c932d,Naveen Mahmud,naveenmahmud6370@hotmail.com,+65 85554909,ZaJ3lYl9r*,1966-02-28,Male,Postgraduate,O-,2020-11-25,2023-10-29,13,4704,449,1,2,5,1,4,False,Pass,No
973dd99ff0,Wyatt Sun,wyattsun1904@gmail.com,+65 86087097,@roV4W1tNL,1992-08-21,Male,Primary,O+,2024-02-08,2025-09-06,3,1256,374,3,0,0,0,0,False,Pass,Yes
df9e5f59b8,Mei Reyes,meireyes4685@gmail.com,+65 97230799,qLbNTmg$yR,1985-08-22,Female,Diploma,A-,2020-07-18,2024-10-28,19,7005,406,3,0,4,8,4,False,Pass,Yes
670aaad76a,Rahul Wang,rahulwang2807@hotmail.com,+65 99522111,yvesULV6%%,2005-12-28,Male,Diploma,A+,2024-09-10,2025-09-17,5,2181,372,0,0,4,0,1,True,Pass,No
eead23002b,Nurul Salleh,nurulsalleh7837@gmail.com,+65 96543927,B?FlFVf21!,1966-12-27,Female,University,O+,2023-12-12,2025-02-04,6,2118,381,0,2,2,1,1,False,Pass,No
e51ece9ef4,Yue Varma,yuevarma8951@hotmail.com,+65 85030001,B72LdlUsQb,1981-11-14,Female,Secondary,B-,2024-05-01,2024-07-24,2,828,356,0,1,0,1,0,True,Pass,No
aecfe20a82,James Lopez,jameslopez5291@gmail.com,+65 96564601,Gnt8UzRlSO,1995-09-16,Male,University,O+,2023-10-31,2025-08-23,8,3520,448,1,3,2,0,2,False,Pass,Yes
a537a26f0e,Elizabeth Lin,elizabethlin1819@gmail.com,+65 89132378,ZCgnHm#iso,1973-01-13,Female,University,O+,2024-11-23,2025-10-25,5,1804,416,1,1,1,0,2,True,Pass,Yes
7ce090fb08,Priya Li,priyali7378@gmail.com,+65 86407627,lsftrdoQSa,1998-11-01,Female,Diploma,O+,2024-10-19,2025-04-05,3,1337,444,0,2,0,1,0,False,Pass,Yes
85bebbdfc8,Qi Chen,qichen2001@hotmail.com,+65 80235718,GMW7rNV2Qv,1965-08-04,Male,Diploma,O+,2025-01-01,2025-09-10,4,1733,413,0,4,0,0,0,False,Pass,Yes
bf541babfe,Arjun Singh,arjunsingh3859@hotmail.com,+65 92805875,l$%8Vw^fXb,1998-02-16,Male,Secondary,O-,2023-08-01,2024-07-02,5,1994,432,3,1,0,0,1,False,Pass,No
dece3fce18,Olivia Gao,oliviagao9652@hotmail.com,+65 87958290,e^@zveTVIO,2005-01-20,Female,University,O+,2024-06-18,2025-08-29,5,1760,366,0,1,1,3,0,False,Pass,Yes
